"husage","husunion","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","faminc","husexp","exper","kidlt6","hours","expersq","nwifeinc","inlf","hrwage","lwage"
33,NA,0,12,0,0,66,1,1200,33,0,18,0,0,112500,15,9,0,40,81,50.0999984741211,1,30,3.40119743347168
44,0,400,16,0,0,45,1,0,44,0,18,0,NA,112500,22,20,0,0,400,112.5,0,NA,NA
39,0,280,12,0,0,40,0,500,40,0,16,0,0,22500,21,18,1,40,324,0,1,12.5,2.52572870254517
20,0,181,13,0,0,36,0,91,21,0,13,0,0,6250,1,2,0,20,4,1.51800000667572,1,4.55000019073486,1.51512730121613
22,NA,0,12,0,0,55,0,200,20,0,14,0,0,13750,4,0,0,40,0,3.34999990463257,1,5,1.60943794250488
33,1,560,12,0,0,40,1,240,32,0,12,0,0,32500,15,14,0,20,196,20.0200004577637,1,12,2.4849066734314
28,0,200,12,1,0,72,0,0,25,1,10,0,NA,6250,10,9,1,0,81,6.25,0,NA,NA
27,1,468,13,0,0,52,1,232,25,0,13,0,0,45000,8,6,0,40,36,32.9360008239746,1,5.80000019073486,1.75785791873932
37,0,480,12,0,0,40,1,64,37,0,13,0,0,27500,19,18,0,15,324,24.1720008850098,1,4.26666688919067,1.45083296298981
43,0,960,17,0,0,40,1,300,36,0,16,0,0,112500,20,14,0,40,196,96.9000015258789,1,7.5,2.01490306854248
55,NA,0,10,0,0,30,0,0,55,0,12,0,NA,0,39,37,0,0,1369,0,0,NA,NA
59,NA,0,16,0,0,40,0,0,58,0,16,0,NA,55000,37,36,0,0,1296,55,0,NA,NA
28,1,775,12,0,0,11,0,487,31,0,16,0,0,67500,10,9,1,24,81,42.1759986877441,1,20.2916660308838,3.01021027565002
27,0,436,12,1,0,40,0,0,25,1,12,0,NA,22500,9,7,1,0,49,22.5,0,NA,NA
24,0,425,12,0,0,60,0,189,26,0,12,0,0,27500,6,8,1,40,64,17.6720008850098,1,4.72499990463257,1.55286753177643
34,NA,0,11,0,0,0,0,750,29,0,14,0,0,55000,17,9,0,40,81,16,1,18.75,2.93119382858276
34,1,456,14,0,0,38,1,140,33,0,13,0,0,32500,14,14,0,20,196,25.2199993133545,1,7,1.94591009616852
30,0,760,12,0,0,48,0,0,26,0,12,0,NA,45000,12,8,1,0,64,45,0,NA,NA
40,NA,0,14,0,0,0,1,240,39,0,14,0,0,17500,20,19,0,40,361,5.01999998092651,1,6,1.7917594909668
64,NA,0,3,0,0,0,0,0,53,0,12,0,NA,27500,55,35,0,0,1225,27.5,0,NA,NA
51,0,950,18,0,0,40,0,600,50,0,12,0,0,112500,27,32,0,40,1024,81.3000030517578,1,15,2.70805025100708
32,1,600,11,0,1,40,0,0,31,0,12,1,NA,27500,15,13,1,0,169,27.5,0,NA,NA
56,0,175,6,1,0,35,0,327,52,1,12,0,1,17500,44,34,0,40,1156,0.495999991893768,1,8.17500019073486,2.10108065605164
32,0,250,10,1,1,40,0,0,29,1,11,1,NA,17500,16,12,1,0,144,17.5,0,NA,NA
38,0,300,13,0,0,50,1,204,38,0,13,0,1,32500,19,19,0,30,361,21.8920001983643,1,6.80000019073486,1.91692268848419
58,1,1750,18,0,0,45,1,400,48,0,14,0,0,3000,34,28,0,40,784,0,1,10,2.30258512496948
29,1,694,12,0,0,40,0,240,24,0,15,0,0,22500,11,3,0,40,9,10.0200004577637,1,6,1.7917594909668
28,0,350,12,0,0,60,0,125,28,0,14,0,0,27500,10,8,1,16,64,21,1,7.8125,2.05572509765625
67,NA,0,12,0,1,0,0,0,51,0,12,1,NA,13750,49,33,0,0,1089,13.75,0,NA,NA
49,NA,0,12,0,0,35,0,475,47,0,12,0,0,45000,31,29,0,40,841,20.2999992370605,1,11.875,2.47443532943726
41,0,407,13,0,0,40,0,400,28,0,13,0,0,37500,22,9,1,50,81,16.7000007629395,1,8,2.0794415473938
42,1,280,12,1,0,40,1,148,40,1,13,0,0,32500,24,21,0,35,441,24.8040008544922,1,4.22857141494751,1.44186425209045
56,0,1000,14,0,0,28,0,0,52,0,14,0,NA,45000,36,32,0,0,1024,45,0,NA,NA
30,1,600,12,0,0,40,0,190,29,0,17,0,0,27500,12,6,0,30,36,17.6200008392334,1,6.33333349227905,1.84582674503326
43,0,850,12,0,0,40,0,497,34,0,12,0,0,67500,25,16,1,40,256,41.6559982299805,1,12.4250001907349,2.51971054077148
33,NA,0,12,0,0,50,1,0,34,0,18,0,NA,0,15,10,0,0,100,0,0,NA,NA
46,0,700,16,0,0,44,1,600,42,0,16,0,1,67500,24,20,0,40,400,36.2999992370605,1,15,2.70805025100708
55,1,800,18,0,0,48,0,962,52,0,16,0,0,112500,31,30,0,45,900,62.476001739502,1,21.3777770996094,3.06235194206238
47,0,500,12,0,0,60,0,0,46,0,12,0,NA,45000,29,28,0,0,784,45,0,NA,NA
36,0,500,12,0,0,40,1,245,34,0,11,0,0,45000,18,17,0,36,289,32.2599983215332,1,6.80555534362793,1.91773927211761
59,0,484,12,0,0,61,0,0,59,0,12,0,NA,13750,41,41,0,0,1681,13.75,0,NA,NA
32,1,617,15,0,0,42,0,320,28,0,15,0,0,45000,11,7,0,40,49,28.3600006103516,1,8,2.0794415473938
47,1,800,12,0,0,40,1,500,44,0,16,0,1,55000,29,22,0,40,484,29,1,12.5,2.52572870254517
30,NA,0,12,0,0,60,0,350,31,0,16,0,0,32500,12,9,1,40,81,14.3000001907349,1,8.75,2.16905379295349
48,0,300,16,0,0,40,0,260,50,0,12,0,0,22500,26,32,0,40,1024,8.97999954223633,1,6.5,1.8718022108078
61,NA,0,16,0,0,77,0,0,58,0,15,0,NA,0,39,37,0,0,1369,0,0,NA,NA
44,0,1500,18,0,0,40,1,500,38,0,16,0,0,67500,20,16,0,40,256,41.5,1,12.5,2.52572870254517
46,0,170,6,0,1,40,1,166,37,0,6,1,0,6250,34,25,0,40,625,0,1,4.15000009536743,1.42310833930969
41,NA,0,15,0,0,80,1,208,51,0,16,0,0,45000,20,29,0,16,841,34.1839981079102,1,13,2.56494927406311
64,NA,0,12,0,0,35,0,320,55,0,12,0,0,27500,46,37,0,40,1369,10.8599996566772,1,8,2.0794415473938
53,1,621,12,0,0,40,0,0,47,0,12,0,NA,45000,35,29,0,0,841,45,0,NA,NA
49,0,500,12,0,0,40,0,0,50,0,14,0,NA,32500,31,30,0,0,900,32.5,0,NA,NA
54,NA,0,18,0,0,40,0,654,54,0,18,0,0,0,30,30,0,0,900,0,0,NA,NA
49,1,895,16,0,0,55,0,1200,47,0,18,0,1,112500,27,23,0,25,529,50.0999984741211,1,48,3.8712010383606
36,NA,0,14,0,0,30,0,0,36,0,13,0,NA,45000,16,17,1,0,289,45,0,NA,NA
41,0,430,13,0,0,54,0,340,29,0,14,0,0,45000,22,9,1,40,81,27.3199996948242,1,8.5,2.14006614685059
63,NA,0,12,0,0,50,1,425,52,0,12,0,0,22500,45,34,0,40,1156,0.400000005960464,1,10.625,2.36320972442627
31,0,320,12,0,0,0,0,555,24,0,12,0,0,112500,13,6,0,40,36,83.6399993896484,1,13.875,2.63008856773376
27,0,387,12,0,0,42,0,382,23,0,12,0,1,37500,9,5,1,40,25,17.6359996795654,1,9.55000019073486,2.25654125213623
48,0,900,14,0,0,50,1,650,41,0,17,0,1,67500,28,18,0,40,324,33.7000007629395,1,16.25,2.78809285163879
43,0,450,15,0,0,40,1,300,38,0,12,1,0,45000,22,20,0,40,400,29.3999996185303,1,7.5,2.01490306854248
35,0,1000,18,0,0,50,0,0,34,0,16,0,NA,45000,11,12,1,0,144,45,0,NA,NA
28,0,391,12,0,0,48,0,0,38,0,12,0,NA,22500,10,20,1,0,400,22.5,0,NA,NA
51,0,336,12,0,0,41,0,331,51,0,12,0,0,27500,33,33,0,45,1089,10.2880001068115,1,7.35555553436279,1.99545586109161
44,0,865,16,0,1,40,1,673,44,0,16,0,1,3000,22,22,0,40,484,0,1,16.8250007629395,2.82286596298218
40,0,1800,15,0,0,50,1,0,39,0,14,0,NA,112500,19,19,0,0,361,112.5,0,NA,NA
34,0,500,12,0,0,40,1,427,36,0,14,0,0,55000,16,16,0,40,256,32.7960014343262,1,10.6750001907349,2.36790466308594
42,NA,0,6,0,0,90,1,125,39,0,6,0,0,22500,30,27,0,56,729,16,1,2.23214292526245,0.802962064743042
34,NA,0,12,0,0,0,0,0,32,0,12,0,NA,3000,16,14,0,0,196,3,0,NA,NA
37,0,500,12,0,0,55,0,404,37,0,12,0,0,37500,19,19,0,40,361,16.492000579834,1,10.1000003814697,2.31253552436829
31,0,444,10,0,0,40,1,385,28,0,11,0,0,55000,15,11,0,40,121,34.9799995422363,1,9.625,2.26436376571655
45,0,1100,18,0,0,24,0,0,38,0,16,0,NA,55000,21,16,1,0,256,55,0,NA,NA
42,0,200,12,0,0,48,1,0,41,0,10,0,NA,3000,24,25,0,0,625,3,0,NA,NA
30,0,424,10,0,0,40,1,240,29,0,10,0,0,32500,14,13,0,40,169,20.0200004577637,1,6,1.7917594909668
51,0,440,12,0,0,40,1,200,42,0,12,0,1,45000,33,24,0,0,576,34.5999984741211,0,NA,NA
41,0,600,13,0,0,40,1,300,36,0,12,0,0,55000,22,18,0,30,324,39.4000015258789,1,10,2.30258512496948
34,0,1060,18,0,0,50,0,564,33,0,16,0,0,112500,10,11,1,24,121,83.1719970703125,1,23.5,3.15700030326843
23,0,450,12,0,0,50,0,450,26,0,12,0,0,45000,5,8,1,45,64,21.6000003814697,1,10,2.30258512496948
37,0,410,12,0,0,40,0,0,36,0,12,0,NA,17500,19,18,1,0,324,17.5,0,NA,NA
47,1,936,13,0,0,60,0,320,40,0,13,0,1,55000,28,21,0,40,441,38.3600006103516,1,8,2.0794415473938
55,0,544,18,0,0,70,0,0,55,0,16,0,NA,32500,31,33,0,0,1089,32.5,0,NA,NA
40,NA,0,18,0,0,20,0,0,35,0,15,0,NA,112500,16,14,1,0,196,112.5,0,NA,NA
37,0,1000,16,0,0,40,1,0,34,0,14,0,NA,55000,15,14,0,0,196,55,0,NA,NA
55,0,800,18,0,0,50,0,350,53,0,16,0,0,0,31,31,0,0,961,0,0,NA,NA
58,0,250,12,0,0,40,0,250,53,0,12,0,0,0,40,35,0,40,1225,0,1,6.25,1.83258152008057
38,0,390,12,0,0,44,0,266,38,0,12,0,0,27500,20,20,1,40,400,13.6680002212524,1,6.65000009536743,1.8946168422699
37,0,500,15,0,0,50,0,0,33,0,14,0,NA,55000,16,13,1,0,169,55,0,NA,NA
21,0,200,12,0,0,40,0,0,19,0,12,0,NA,8750,3,1,0,0,1,8.75,0,NA,NA
41,0,700,16,0,0,40,1,500,39,0,16,0,1,55000,19,17,0,40,289,29,1,12.5,2.52572870254517
57,1,450,16,0,0,30,0,350,52,0,15,0,0,45000,35,31,0,36,961,26.7999992370605,1,9.72222232818604,2.27441430091858
55,0,685,12,0,0,40,0,0,54,0,12,0,NA,112500,37,36,0,0,1296,112.5,0,NA,NA
30,1,692,15,0,0,64,0,460,28,0,15,0,0,37500,9,7,1,40,49,13.5799999237061,1,11.5,2.44234704971313
35,1,650,14,0,0,40,0,90,34,0,14,0,0,0,15,14,1,0,196,0,0,NA,NA
41,1,340,14,0,0,40,1,624,41,0,14,0,0,67500,21,21,0,40,441,35.0519981384277,1,15.6000003814697,2.74727082252502
53,0,625,12,0,0,0,0,276,50,0,12,0,0,0,35,32,0,40,1024,0,1,6.90000009536743,1.93152141571045
36,0,310,9,0,0,40,0,200,32,0,12,0,0,11500,21,14,1,30,196,1.10000002384186,1,6.66666650772095,1.89711999893188
26,1,400,16,0,0,55,0,247,25,0,16,0,0,32500,4,3,0,35,9,19.6560001373291,1,7.05714273452759,1.95404028892517
27,0,288,16,0,0,50,0,210,29,0,15,0,0,17500,5,8,1,40,64,6.57999992370605,1,5.25,1.65822803974152
56,0,577,17,0,1,40,0,0,59,0,12,1,NA,22500,33,41,0,0,1681,22.5,0,NA,NA
46,0,460,12,0,1,40,0,0,47,0,13,1,NA,32500,28,28,1,0,784,32.5,0,NA,NA
35,1,600,12,1,0,45,0,0,35,1,11,0,NA,32500,17,18,1,0,324,32.5,0,NA,NA
43,0,600,12,0,0,40,0,304,42,0,10,0,0,55000,25,26,0,0,676,39.1920013427734,0,NA,NA
60,1,520,12,0,0,40,0,0,55,0,9,0,NA,32500,42,40,0,0,1600,32.5,0,NA,NA
38,1,500,14,0,0,40,0,0,37,0,14,0,NA,32500,18,17,1,0,289,32.5,0,NA,NA
52,0,450,12,0,0,40,0,212,52,0,12,0,0,32500,34,34,0,40,1156,21.4759998321533,1,5.30000019073486,1.66770684719086
44,NA,0,18,0,0,60,0,600,39,0,18,0,0,67500,20,15,1,50,225,36.2999992370605,1,12,2.4849066734314
24,0,210,11,0,1,40,0,0,21,0,8,1,NA,8750,7,7,1,0,49,8.75,0,NA,NA
56,0,320,12,1,0,40,0,240,56,1,12,0,0,0,38,38,0,0,1444,0,0,NA,NA
43,1,476,13,0,0,40,0,387,45,0,14,0,0,67500,24,25,0,40,625,47.3759994506836,1,9.67500019073486,2.26954531669617
34,NA,0,14,0,0,0,0,156,31,0,12,0,0,0,14,13,1,40,169,0,1,3.90000009536743,1.36097657680511
32,0,200,14,0,0,40,0,120,28,0,12,0,0,22500,12,10,1,12,100,16.2600002288818,1,10,2.30258512496948
48,NA,0,16,0,0,0,1,538,46,0,16,0,0,0,26,24,0,50,576,0,1,10.7600002288818,2.37583565711975
54,0,900,12,0,0,40,1,190,43,0,14,0,0,67500,36,23,0,20,529,57.6199989318848,1,9.5,2.25129175186157
28,0,300,18,0,0,32,0,500,25,0,12,0,0,37500,4,7,1,40,49,11.5,1,12.5,2.52572870254517
47,NA,0,16,0,0,40,1,923,45,0,18,0,1,112500,25,21,0,40,441,64.5039978027344,1,23.0750007629395,3.13874983787537
49,0,1000,13,0,0,60,1,130,48,0,12,0,0,67500,30,30,0,25,900,60.7400016784668,1,5.19999980926514,1.64865863323212
57,1,940,12,0,0,40,0,210,49,0,10,0,0,55000,39,33,0,42,1089,44.0800018310547,1,5,1.60943794250488
50,0,925,17,0,0,55,0,538,49,0,16,0,1,67500,27,27,0,40,729,39.523998260498,1,13.4499998092651,2.59897899627686
50,0,925,17,0,0,55,0,538,49,0,16,0,1,67500,27,27,0,40,729,39.523998260498,1,13.4499998092651,2.59897899627686
38,0,560,7,0,0,40,1,278,35,0,12,0,0,27500,25,17,0,40,289,13.043999671936,1,6.94999980926514,1.93874168395996
39,0,200,12,0,1,50,0,250,38,0,11,1,1,37500,21,21,0,40,441,24.5,1,6.25,1.83258152008057
30,0,220,12,0,0,40,0,260,30,0,13,0,0,67500,12,11,1,40,121,53.9799995422363,1,6.5,1.8718022108078
34,1,900,13,0,0,0,0,300,38,0,13,0,1,3000,15,19,1,16,361,0,1,18.75,2.93119382858276
66,NA,0,13,0,0,0,0,0,54,0,14,1,NA,55000,47,34,0,0,1156,55,0,NA,NA
64,1,750,13,0,0,40,0,300,56,0,12,0,0,55000,45,38,0,35,1444,39.4000015258789,1,8.5714282989502,2.14843440055847
66,NA,0,14,0,0,0,0,900,56,0,18,1,0,3000,46,32,0,40,1024,0,1,22.5,3.11351537704468
63,0,234,5,0,1,40,0,150,52,0,5,1,0,32500,52,41,0,40,1681,24.7000007629395,1,3.75,1.32175588607788
51,0,800,16,0,0,48,0,800,50,0,17,0,0,67500,29,27,0,40,729,25.8999996185303,1,20,2.99573230743408
24,0,425,16,0,0,40,0,0,22,0,13,0,NA,32500,2,3,1,0,9,32.5,0,NA,NA
35,0,224,14,0,0,24,0,0,32,0,14,0,NA,11500,15,12,1,0,144,11.5,0,NA,NA
27,NA,0,11,0,0,0,0,0,25,0,12,0,NA,13750,10,7,1,0,49,13.75,0,NA,NA
26,1,200,8,0,1,40,0,0,29,0,4,0,NA,3000,12,19,1,0,361,3,0,NA,NA
44,NA,0,8,0,0,45,1,0,41,0,11,0,NA,27500,30,24,0,0,576,27.5,0,NA,NA
40,0,1000,18,0,0,40,1,130,43,0,17,0,0,67500,16,20,0,16,400,60.7400016784668,1,8.125,2.09494566917419
46,0,240,11,0,0,32,1,0,32,0,10,0,NA,22500,29,16,0,0,256,22.5,0,NA,NA
35,0,430,14,0,0,32,0,192,32,0,12,0,0,27500,15,14,1,21,196,17.5160007476807,1,9.14285755157471,2.21297287940979
58,1,640,11,1,0,40,1,0,47,1,11,0,NA,37500,41,30,0,0,900,37.5,0,NA,NA
49,1,1200,14,0,0,50,1,0,46,0,13,0,NA,37500,29,27,0,0,729,37.5,0,NA,NA
33,0,170,12,0,0,46,0,300,30,0,12,0,0,32500,15,12,1,40,144,16.8999996185303,1,7.5,2.01490306854248
58,0,250,4,0,0,40,0,0,52,0,11,0,NA,55000,48,35,0,0,1225,55,0,NA,NA
70,NA,0,11,0,0,0,0,0,59,0,8,0,NA,3000,53,45,0,0,2025,3,0,NA,NA
38,0,373,18,0,0,40,0,576,40,0,18,0,0,67500,14,16,1,35,256,37.5480003356934,1,16.4571437835693,2.8007595539093
42,0,60,12,0,0,30,1,0,40,0,12,0,NA,13750,24,22,0,0,484,13.75,0,NA,NA
40,0,1125,16,0,0,40,1,521,37,0,16,0,0,55000,18,15,0,40,225,27.9080009460449,1,13.0249996185303,2.56687045097351
37,NA,0,12,1,0,0,0,143,26,1,12,0,1,3000,19,8,1,36,64,0,1,3.97222232818604,1.37932574748993
31,NA,0,12,1,0,0,0,0,24,1,14,0,NA,6250,13,4,1,0,16,6.25,0,NA,NA
27,1,720,13,0,1,45,0,0,27,0,12,0,NA,45000,8,9,0,0,81,45,0,NA,NA
49,0,1005,13,0,0,40,1,556,46,0,12,0,0,112500,30,28,0,40,784,83.5879974365234,1,13.8999996185303,2.63188886642456
46,NA,0,14,0,0,0,1,285,36,0,12,0,0,22500,26,18,0,0,324,7.67999982833862,0,NA,NA
50,0,560,12,0,0,40,0,700,50,0,12,0,0,112500,32,32,0,0,1024,76.0999984741211,0,NA,NA
30,0,225,12,0,0,40,0,120,24,0,12,0,0,13750,12,6,1,16,36,7.51000022888184,1,7.5,2.01490306854248
33,0,275,14,0,0,80,0,148,30,0,14,0,0,37500,13,10,0,24,100,29.8040008544922,1,6.16666650772095,1.81915843486786
41,0,791,14,0,0,40,1,136,43,0,12,0,0,32500,21,25,0,16,625,25.42799949646,1,8.5,2.14006614685059
42,0,425,8,0,0,40,0,450,41,0,12,0,0,45000,28,23,0,0,529,21.6000003814697,0,NA,NA
24,0,344,14,0,0,40,0,284,29,0,12,0,0,32500,4,11,1,40,121,17.7320003509521,1,7.09999990463257,1.96009480953217
37,0,500,12,0,0,55,0,125,48,0,12,0,1,45000,19,30,1,20,900,38.5,1,6.25,1.83258152008057
25,0,175,13,0,0,40,0,480,25,0,14,0,0,37500,6,5,1,40,25,12.539999961853,1,12,2.4849066734314
42,NA,0,16,0,0,40,1,280,41,0,12,0,1,0,20,23,0,40,529,0,1,7,1.94591009616852
43,NA,0,14,0,0,40,1,600,35,0,18,0,0,32500,23,11,0,40,121,1.29999995231628,1,15,2.70805025100708
35,0,600,14,0,0,40,0,420,31,0,14,0,0,55000,15,11,1,24,121,33.1599998474121,1,17.5,2.86220097541809
52,1,144,12,0,0,0,0,350,48,0,12,0,1,45000,34,30,0,40,900,26.7999992370605,1,8.75,2.16905379295349
57,NA,0,14,0,1,0,0,0,48,0,12,1,NA,45000,37,30,0,0,900,45,0,NA,NA
52,NA,0,9,0,0,0,0,200,50,0,9,0,1,45000,37,35,0,25,1225,34.5999984741211,1,8,2.0794415473938
36,0,567,14,0,0,40,0,200,38,0,12,0,0,32500,16,20,0,40,400,22.1000003814697,1,5,1.60943794250488
39,0,450,12,0,1,40,0,345,38,0,16,0,1,32500,21,16,1,45,256,14.5600004196167,1,7.66666650772095,2.03688192367554
26,0,167,13,0,0,25,0,596,27,0,18,0,0,32500,7,3,0,40,9,1.50800001621246,1,14.8999996185303,2.70136117935181
49,NA,0,12,0,0,40,0,440,47,0,14,0,0,37500,31,27,0,40,729,14.6199998855591,1,11,2.39789533615112
50,0,225,15,0,0,46,1,800,46,0,17,0,1,55000,29,23,0,40,529,13.3999996185303,1,20,2.99573230743408
28,0,369,11,0,0,40,0,125,27,0,12,0,1,22500,11,9,1,0,81,16,0,NA,NA
55,1,560,16,0,0,40,0,0,55,0,16,0,NA,0,33,33,0,0,1089,0,0,NA,NA
41,0,800,16,0,0,40,1,0,40,0,16,0,NA,37500,19,18,0,0,324,37.5,0,NA,NA
32,0,574,13,0,0,40,0,0,31,0,16,0,NA,45000,13,9,1,0,81,45,0,NA,NA
44,0,425,12,0,0,40,0,456,46,0,12,0,1,32500,26,28,0,40,784,8.78800010681152,1,11.3999996185303,2.43361330032349
39,1,500,12,0,0,40,1,185,38,0,12,0,0,37500,21,20,0,25,400,27.8799991607666,1,7.40000009536743,2.00148010253906
27,0,400,12,0,0,40,0,400,33,0,17,1,1,45000,9,10,1,40,100,24.2000007629395,1,10,2.30258512496948
38,1,354,12,0,0,40,0,0,38,0,12,0,NA,0,20,20,1,0,400,0,0,NA,NA
56,NA,0,16,0,0,58,0,1000,54,0,11,0,1,112500,34,37,0,0,1369,60.5,0,NA,NA
45,NA,0,16,0,0,16,1,50,44,0,13,0,0,112500,23,25,0,6,625,109.900001525879,1,8.33333301544189,2.12026357650757
29,0,325,12,0,0,40,0,515,29,0,15,0,0,27500,11,8,1,36,64,0.720000028610229,1,14.3055553436279,2.66064786911011
44,0,360,12,0,0,30,1,320,42,0,13,0,0,27500,26,23,0,40,529,10.8599996566772,1,8,2.0794415473938
57,0,1000,18,0,0,60,0,0,55,0,15,0,NA,112500,33,34,0,0,1156,112.5,0,NA,NA
26,0,600,13,0,0,44,0,374,27,0,13,0,1,37500,7,8,0,40,64,18.0520000457764,1,9.35000038146973,2.23537635803223
49,0,1200,18,0,0,50,0,650,48,0,16,0,1,112500,25,26,0,40,676,78.6999969482422,1,16.25,2.78809285163879
43,0,700,15,0,0,40,1,520,43,0,16,0,0,67500,22,21,0,40,441,40.4599990844727,1,13,2.56494927406311
27,1,461,12,0,0,56,0,480,27,0,12,0,0,45000,9,9,0,40,81,20.0400009155273,1,12,2.4849066734314
32,0,480,12,0,0,40,1,125,35,0,12,0,0,22500,14,17,0,25,289,16,1,5,1.60943794250488
37,0,340,12,0,0,40,1,139,36,0,12,0,0,27500,19,18,0,20,324,20.2719993591309,1,6.94999980926514,1.93874168395996
42,1,488,18,0,0,50,1,150,39,0,14,0,0,37500,18,19,0,25,361,29.7000007629395,1,6,1.7917594909668
60,NA,0,8,0,0,0,0,0,53,0,8,0,NA,0,46,39,0,0,1521,0,0,NA,NA
49,0,658,12,0,0,42,1,400,46,0,13,0,0,45000,31,27,0,40,729,24.2000007629395,1,10,2.30258512496948
40,1,624,13,0,0,48,0,720,39,0,15,0,0,3000,21,18,1,24,324,0,1,30,3.40119743347168
49,0,639,16,0,0,40,1,173,45,0,12,0,0,3000,27,27,0,24,729,0,1,7.20833349227905,1.97523772716522
49,0,54,13,0,0,11,1,480,46,0,18,0,0,55000,30,22,0,40,484,30.0400009155273,1,12,2.4849066734314
41,0,635,16,0,0,40,1,504,37,0,16,0,0,67500,19,15,0,40,225,41.2919998168945,1,12.6000003814697,2.53369688987732
36,0,200,16,0,0,40,0,662,30,0,13,1,1,32500,14,11,1,40,121,0,1,16.5499992370605,2.80638599395752
67,NA,0,8,1,0,0,1,0,52,1,15,0,NA,8750,53,31,0,0,961,8.75,0,NA,NA
39,1,982,14,1,0,48,0,240,32,1,12,0,0,55000,19,14,1,40,196,42.5200004577637,1,6,1.7917594909668
48,NA,0,13,0,0,60,0,200,47,0,16,0,0,27500,29,25,0,40,625,17.1000003814697,1,5,1.60943794250488
24,NA,0,12,0,0,0,0,180,27,0,14,0,0,11500,6,7,1,40,49,2.14000010490417,1,4.5,1.50407743453979
50,1,326,11,0,0,40,1,144,47,0,12,0,0,67500,33,29,0,20,841,60.0120010375977,1,7.19999980926514,1.97408103942871
44,0,500,16,0,0,40,1,184,40,0,12,0,1,0,22,22,0,30,484,0,1,6.13333320617676,1.81373834609985
54,NA,0,12,0,0,0,0,300,53,0,12,0,0,45000,36,35,0,40,1225,29.3999996185303,1,7.5,2.01490306854248
30,0,250,18,0,0,40,0,0,27,0,14,0,NA,17500,6,7,1,0,49,17.5,0,NA,NA
29,NA,0,12,0,0,0,0,180,22,0,12,0,0,17500,11,4,1,32,16,8.14000034332275,1,5.625,1.72722089290619
31,0,327,12,0,0,40,0,350,31,0,16,0,0,3000,13,9,1,40,81,0,1,8.75,2.16905379295349
42,NA,0,16,0,0,50,1,600,40,0,17,0,0,112500,20,17,0,24,289,81.3000030517578,1,25,3.21887588500977
31,0,1000,16,0,0,32,0,0,30,0,14,0,NA,55000,9,10,1,0,100,55,0,NA,NA
57,NA,0,10,0,0,0,0,0,55,0,9,0,NA,32500,41,40,0,0,1600,32.5,0,NA,NA
26,0,40,12,1,0,8,0,240,27,1,12,0,0,11500,8,9,0,40,81,0,1,6,1.7917594909668
36,1,230,10,0,0,36,1,250,27,0,7,0,0,27500,20,14,0,36,196,14.5,1,6.94444465637207,1.93794202804565
37,0,525,14,0,0,45,0,340,35,0,14,0,0,45000,17,15,1,28,225,27.3199996948242,1,12.1428575515747,2.49674105644226
49,NA,0,14,0,0,0,0,0,50,0,15,0,NA,37500,29,29,0,0,841,37.5,0,NA,NA
25,0,450,12,0,0,66,0,300,27,0,12,0,0,37500,7,9,0,40,81,21.8999996185303,1,7.5,2.01490306854248
26,NA,0,10,0,0,0,0,322,39,0,12,0,0,22500,10,21,1,40,441,5.75600004196167,1,8.05000019073486,2.08567214012146
29,1,425,12,0,0,0,0,0,24,0,12,0,NA,13750,11,6,1,0,36,13.75,0,NA,NA
52,NA,0,10,0,0,0,0,325,44,0,12,0,0,13750,36,26,0,40,676,0,1,8.125,2.09494566917419
45,1,680,14,0,0,45,0,0,55,0,12,0,NA,0,25,37,0,0,1369,0,0,NA,NA
32,1,650,13,0,0,40,0,450,27,0,16,0,1,37500,13,5,0,40,25,14.1000003814697,1,11.25,2.42036819458008
46,0,360,12,0,0,84,0,512,41,0,12,0,1,55000,28,23,0,40,529,28.3759994506836,1,12.8000001907349,2.54944515228271
35,0,582,12,0,0,24,0,0,32,0,7,0,NA,37500,17,19,0,0,361,37.5,0,NA,NA
42,0,1469,16,0,0,50,1,39,41,0,16,0,0,67500,20,19,0,4,361,65.4720001220703,1,9.75,2.27726721763611
43,0,877,18,0,0,40,1,462,40,0,10,0,0,67500,19,24,0,40,576,43.476001739502,1,11.5500001907349,2.44668555259705
43,1,518,12,0,0,40,0,164,41,0,12,0,0,37500,25,23,0,30,529,28.9720001220703,1,5.46666669845581,1.69866907596588
55,1,900,12,0,0,40,0,0,53,0,13,0,NA,45000,37,34,0,0,1156,45,0,NA,NA
46,1,673,16,0,0,40,1,48,43,0,14,0,0,37500,24,23,0,16,529,35.0040016174316,1,3,1.0986123085022
30,0,600,12,0,0,70,0,0,27,0,11,0,NA,32500,12,10,1,0,100,32.5,0,NA,NA
45,0,750,18,0,0,60,0,1000,44,0,18,0,0,112500,21,20,0,40,400,60.5,1,25,3.21887588500977
21,0,414,13,0,0,40,0,380,21,0,14,0,1,32500,2,1,1,40,1,12.7399997711182,1,9.5,2.25129175186157
59,1,500,13,0,0,40,0,400,48,0,13,0,0,67500,40,29,0,40,841,46.7000007629395,1,10,2.30258512496948
41,NA,0,12,0,0,0,1,375,39,0,12,0,1,32500,23,21,0,40,441,13,1,9.375,2.23804664611816
55,0,325,12,0,0,40,0,400,51,0,12,0,0,37500,37,33,0,40,1089,16.7000007629395,1,10,2.30258512496948
54,NA,0,10,0,0,30,1,0,53,0,12,0,NA,17500,38,35,0,0,1225,17.5,0,NA,NA
