"Student","Gender","PSATM","SATM","ACTM","Rank","Size","GPAadj","PlcmtScore","Recommends","Course","Grade","RecTaken","TooHigh","TooLow","CourseSuccess"
1214,NA,60,63,NA,33,291,38,35,"R2",122,"A",1,0,0,1
1215,NA,NA,NA,27,21,84,38,39,"R2",122,"A",1,0,0,1
1217,NA,58,NA,27,56,322,36,35,"R2",122,"B+",1,0,0,1
1220,NA,NA,NA,30,24,514,37,38,"R2",122,"C+",1,0,0,0
1222,NA,62,68,31,17,209,36,41,"R2",122,"A",1,0,0,1
1223,NA,64,NA,31,1,94,40,45,"R2",122,"A",1,0,0,1
1224,NA,60,61,30,35,610,40,40,"R2",122,"A",1,0,0,1
1225,NA,74,NA,31,1,42,40,41,"R2",122,"B+",1,0,0,1
1226,NA,65,64,NA,78,528,35,35,"R2",126,"B-",0,1,0,0
1227,NA,65,NA,32,5,84,37,39,"R2",126,"B",0,1,0,1
1240,NA,NA,NA,29,5,119,38,40,"R2",122,"C+",1,0,0,0
1262,NA,65,71,30,1,389,40,36,"R2",122,"B",1,0,0,1
1362,NA,57,NA,27,4,22,38,37,"R2",122,"C-",1,0,0,0
1367,NA,NA,NA,NA,19,273,40,36,"R2",122,"C+",1,0,0,0
1423,NA,60,59,27,7,48,35,31,"R2",210,"",0,0,1,NA
1430,NA,59,65,32,46,529,38,41,"R2",126,"B-",0,1,0,0
1431,NA,NA,66,32,8,64,39,41,"R2",120,"B",1,0,0,1
1447,NA,55,NA,29,34,404,35,36,"R2",126,"B+",0,1,0,1
1462,NA,66,NA,32,40,327,35,31,"R2",117,"A-",0,0,1,1
1573,NA,49,NA,27,3,49,39,39,"R2",120,"B-",1,0,0,0
1586,NA,68,NA,33,1,131,39,46,"R2",120,"A+",1,0,0,1
1628,NA,NA,NA,NA,6,183,39,NA,"R2",120,"A",1,0,0,1
1655,NA,NA,66,30,0,0,39,38,"R2",128,"A-",0,1,0,1
1676,NA,NA,NA,31,12,598,40,38,"R2",122,"A",1,0,0,1
1681,NA,NA,NA,29,118,795,32,31,"R2",128,"B+",0,1,0,1
1686,NA,NA,NA,27,9,286,40,38,"R2",122,"B+",1,0,0,1
1695,NA,65,64,NA,0,0,37,37,"R2",122,"B",1,0,0,1
1698,NA,NA,74,NA,14,235,36,38,"R2",122,"A+",1,0,0,1
1713,NA,NA,64,27,28,663,40,35,"R2",120,"A+",1,0,0,1
1718,NA,NA,64,30,30,349,40,38,"R2",122,"C",1,0,0,0
1733,NA,58,69,30,1,636,40,38,"R2",122,"A",1,0,0,1
1749,NA,58,NA,27,5,530,40,38,"R2",122,"A-",1,0,0,1
1769,NA,62,NA,28,10,126,40,41,"R2",122,"A-",1,0,0,1
1774,NA,60,NA,31,23,290,39,38,"R2",120,"A",1,0,0,1
1777,NA,61,NA,28,7,87,40,39,"R2",122,"B",1,0,0,1
1801,NA,NA,61,30,67,474,37,39,"R2",122,"A",1,0,0,1
1802,NA,NA,NA,26,19,112,39,37,"R2",122,"B+",1,0,0,1
1806,NA,NA,NA,30,1,421,40,39,"R2",122,"A",1,0,0,1
1807,NA,NA,NA,31,4,236,40,39,"R2",122,"A",1,0,0,1
1822,NA,NA,63,29,2,487,40,40,"R2",122,"B+",1,0,0,1
1827,NA,66,71,30,6,451,40,38,"R2",122,"A",1,0,0,1
1838,NA,NA,64,30,100,598,37,34,"R2",122,"C",1,0,0,0
1843,NA,69,NA,30,1,223,40,38,"R2",120,"B+",1,0,0,1
1846,NA,55,NA,28,30,297,34,33,"R2",122,"C",1,0,0,0
1861,NA,58,NA,29,24,145,37,35,"R2",122,"A-",1,0,0,1
1863,NA,57,NA,36,18,255,39,47,"R2",122,"A-",1,0,0,1
1864,NA,59,64,32,52,494,39,39,"R2",120,"A",1,0,0,1
1865,NA,NA,NA,34,1,47,39,39,"R2",122,"A",1,0,0,1
1884,NA,78,NA,32,17,84,36,41,"R2",128,"C+",0,1,0,0
1893,NA,60,NA,27,1,261,40,40,"R2",122,"A",1,0,0,1
1905,NA,NA,NA,29,8,419,40,42,"R2",122,"A",1,0,0,1
1911,NA,NA,NA,29,2,77,40,38,"R2",120,"A-",1,0,0,1
1917,NA,68,NA,32,26,389,38,39,"R2",122,"B",1,0,0,1
1931,NA,71,NA,31,91,663,38,42,"R2",122,"A",1,0,0,1
1937,NA,62,NA,34,1,410,40,46,"R2",128,"A",0,1,0,1
1945,NA,NA,63,28,0,0,33,30,"R2",122,"A",1,0,0,1
1949,NA,NA,NA,30,4,103,38,34,"R2",122,"A",1,0,0,1
1951,NA,48,49,22,60,643,38,35,"R2",122,"B",1,0,0,1
1962,NA,NA,NA,24,11,170,40,36,"R2",122,"",1,0,0,NA
1969,NA,62,62,28,140,473,34,33,"R2",122,"B",1,0,0,1
1985,NA,68,70,32,24,474,39,38,"R2",117,"B+",0,0,1,1
1988,NA,NA,NA,29,54,408,33,34,"R2",122,"B",1,0,0,1
1991,NA,67,NA,34,22,255,39,43,"R2",122,"A",1,0,0,1
1992,NA,NA,NA,29,1,278,40,36,"R2",122,"A-",1,0,0,1
1997,NA,NA,NA,27,1,129,40,37,"R2",122,"A-",1,0,0,1
2006,NA,56,NA,29,31,655,38,39,"R2",122,"A",1,0,0,1
2031,NA,NA,NA,29,17,236,40,39,"R2",122,"B+",1,0,0,1
2042,NA,69,76,35,6,235,40,43,"R2",122,"A-",1,0,0,1
2043,NA,NA,NA,29,1,288,40,39,"R2",122,"B-",1,0,0,0
2057,NA,NA,NA,31,3,41,40,39,"R2",120,"B+",1,0,0,1
2058,NA,NA,NA,30,51,625,38,37,"R2",122,"A",1,0,0,1
2069,NA,71,NA,31,6,55,40,40,"R2",122,"B",1,0,0,1
2074,NA,63,NA,34,1,426,40,46,"R2",122,"A",1,0,0,1
2079,NA,NA,NA,29,52,470,40,38,"R2",122,"A-",1,0,0,1
2080,NA,NA,64,30,1,425,40,38,"R2",109,"A",0,0,1,1
2086,NA,69,NA,33,1,92,40,45,"R2",122,"A-",1,0,0,1
2091,NA,NA,70,NA,1,109,40,35,"R2",120,"A-",1,0,0,1
2099,NA,NA,NA,27,34,277,40,36,"R2",122,"C",1,0,0,0
2102,NA,65,NA,28,31,474,39,36,"R2",122,"B+",1,0,0,1
2108,NA,70,NA,31,1,308,40,39,"R2",122,"A",1,0,0,1
2114,NA,NA,56,32,3,38,39,37,"R2",120,"B+",1,0,0,1
2128,NA,NA,65,30,24,171,35,36,"R2",122,"A",1,0,0,1
2131,NA,NA,65,NA,0,0,33,31,"R2",122,"B",1,0,0,1
2146,NA,62,61,29,0,0,34,30,"R2",122,"B",1,0,0,1
2148,NA,NA,NA,26,6,107,40,35,"R2",122,"B",1,0,0,1
2150,NA,64,NA,32,5,120,40,44,"R2",122,"A",1,0,0,1
2151,NA,59,NA,27,1,112,40,40,"R2",122,"B",1,0,0,1
2152,NA,NA,61,30,13,387,37,37,"R2",122,"B",1,0,0,1
2158,NA,NA,67,32,64,474,37,40,"R2",128,"A-",0,1,0,1
2162,NA,NA,NA,29,3,353,40,38,"R2",122,"B",1,0,0,1
2164,NA,68,80,NA,12,238,39,40,"R2",120,"A",1,0,0,1
2166,NA,NA,68,31,88,303,34,36,"R2",122,"B",1,0,0,1
2186,NA,71,70,31,31,437,39,39,"R2",122,"A",1,0,0,1
2189,NA,60,64,26,0,193,40,36,"R2",122,"B",1,0,0,1
2207,NA,NA,68,33,73,0,33,35,"R2",120,"A+",1,0,0,1
2211,NA,62,64,30,1,663,40,42,"R2",122,"B+",1,0,0,1
2220,NA,54,NA,29,123,397,32,31,"R2",122,"B",1,0,0,1
2221,NA,NA,73,31,0,0,34,35,"R2",128,"B",0,1,0,1
2233,NA,NA,70,31,0,0,40,41,"R2",128,"B+",0,1,0,1
2234,NA,NA,62,26,1,140,40,38,"R2",120,"A",1,0,0,1
2239,NA,NA,NA,30,16,112,36,35,"R2",122,"B",1,0,0,1
2248,NA,68,70,32,1,64,40,40,"R2",122,"A-",1,0,0,1
2253,NA,NA,69,NA,1,309,39,38,"R2",122,"B+",1,0,0,1
2261,NA,NA,64,28,0,0,39,38,"R2",122,"A-",1,0,0,1
2262,NA,NA,NA,28,7,109,39,38,"R2",122,"B",1,0,0,1
2276,NA,64,72,NA,1,14,40,40,"R2",120,"A",1,0,0,1
2279,NA,NA,NA,31,6,93,39,36,"R2",122,"A-",1,0,0,1
2281,NA,NA,68,30,10,391,39,38,"R2",122,"B+",1,0,0,1
2292,NA,52,NA,29,48,474,37,35,"R2",122,"B-",1,0,0,0
2299,NA,71,NA,28,0,0,35,30,"R2",117,"B",0,0,1,1
2304,NA,65,64,28,7,249,36,31,"R2",122,"B",1,0,0,1
2305,NA,NA,NA,29,1,439,40,39,"R2",122,"B+",1,0,0,1
2308,NA,68,70,27,0,0,40,39,"R2",122,"A",1,0,0,1
2323,NA,NA,NA,33,46,538,31,36,"R2",128,"B",0,1,0,1
2330,NA,64,62,NA,0,0,40,40,"R2",122,"A",1,0,0,1
2340,NA,69,69,32,1,70,40,41,"R2",122,"A",1,0,0,1
2350,NA,62,NA,26,4,79,40,35,"R2",122,"B",1,0,0,1
2356,NA,NA,NA,27,25,396,39,36,"R2",122,"C-",1,0,0,0
2357,NA,NA,65,27,32,329,38,39,"R2",122,"B+",1,0,0,1
2367,NA,61,NA,28,56,555,37,32,"R2",120,"B+",1,0,0,1
2370,NA,NA,63,NA,4,439,40,41,"R2",122,"A-",1,0,0,1
2371,NA,NA,65,31,10,584,40,40,"R2",122,"A-",1,0,0,1
2402,NA,NA,63,29,3,577,39,39,"R2",122,"A",1,0,0,1
2469,NA,63,NA,31,20,271,37,40,"R2",122,"B",1,0,0,1
2489,NA,NA,NA,27,15,149,39,39,"R2",126,"B",0,1,0,1
2496,NA,NA,68,NA,7,277,40,39,"R2",122,"A",1,0,0,1
2504,NA,69,NA,33,1,131,40,42,"R2",122,"A",1,0,0,1
2514,NA,NA,65,29,136,684,38,39,"R2",122,"B",1,0,0,1
2517,NA,NA,66,33,53,476,39,40,"R2",122,"",1,0,0,NA
2518,NA,NA,NA,27,4,62,40,36,"R2",120,"B+",1,0,0,1
2525,NA,NA,72,35,36,494,36,38,"R2",122,"C+",1,0,0,0
2529,NA,NA,NA,27,18,257,39,37,"R2",122,"C+",1,0,0,0
2532,NA,51,51,29,23,520,40,42,"R2",122,"A-",1,0,0,1
2542,NA,64,NA,31,10,247,39,42,"R2",122,"A",1,0,0,1
2546,NA,NA,NA,30,6,244,40,42,"R2",122,"A",1,0,0,1
2553,NA,52,56,29,7,149,40,40,"R2",122,"B+",1,0,0,1
2556,NA,62,66,30,1,112,40,39,"R2",122,"B",1,0,0,1
2557,NA,62,NA,28,39,366,39,36,"R2",122,"B",1,0,0,1
2558,NA,NA,NA,27,20,639,39,37,"R2",122,"A-",1,0,0,1
2580,NA,NA,63,30,1,708,40,41,"R2",122,"A",1,0,0,1
2591,NA,NA,NA,22,44,315,38,35,"R2",122,"B+",1,0,0,1
2592,NA,NA,NA,27,3,78,39,35,"R2",122,"A-",1,0,0,1
2606,NA,NA,NA,30,4,123,40,41,"R2",122,"A-",1,0,0,1
2613,NA,NA,NA,28,9,90,38,36,"R2",122,"B+",1,0,0,1
2614,NA,NA,NA,29,1,429,40,42,"R2",122,"A-",1,0,0,1
2624,NA,75,NA,31,29,284,35,39,"R2",122,"C+",1,0,0,0
2643,NA,63,75,30,NA,NA,39,38,"R2",122,"B+",1,0,0,1
2653,NA,NA,70,31,NA,NA,36,39,"R2",120,"A-",1,0,0,1
2658,NA,NA,65,NA,8,405,40,41,"R2",122,"A-",1,0,0,1
2660,NA,NA,67,27,95,701,37,35,"R2",122,"A-",1,0,0,1
2661,NA,NA,NA,31,40,686,39,38,"R2",122,"A-",1,0,0,1
2663,NA,NA,NA,33,2,220,40,42,"R2",122,"B",1,0,0,1
2664,NA,54,NA,26,1,645,40,39,"R2",122,"A",1,0,0,1
2666,NA,NA,74,34,35,284,39,38,"R2",122,"B",1,0,0,1
2669,NA,NA,NA,30,10,162,40,39,"R2",122,"B+",1,0,0,1
2679,NA,58,67,29,2,93,40,35,"R2",120,"A",1,0,0,1
2682,NA,62,66,31,24,156,38,38,"R2",122,"A",1,0,0,1
2697,NA,NA,NA,32,10,267,40,39,"R2",120,"A",1,0,0,1
2710,NA,57,NA,32,56,443,37,37,"R2",122,"B+",1,0,0,1
2712,NA,62,NA,32,10,144,39,38,"R2",122,"A",1,0,0,1
2713,NA,0,67,NA,37,327,37,35,"R2",122,"A",1,0,0,1
2714,NA,NA,NA,31,51,494,39,39,"R2",122,"A",1,0,0,1
2718,NA,NA,67,31,NA,NA,37,40,"R2",122,"B+",1,0,0,1
2730,NA,NA,52,23,21,290,40,35,"R2",122,"A-",1,0,0,1
2731,NA,NA,NA,31,19,169,39,39,"R2",122,"A-",1,0,0,1
2733,NA,69,66,30,1,115,40,41,"R2",122,"A",1,0,0,1
2735,NA,NA,NA,31,1,343,40,43,"R2",122,"B+",1,0,0,1
2752,NA,NA,NA,30,5,160,39,40,"R2",122,"B+",1,0,0,1
2755,NA,65,71,33,1,342,40,42,"R2",122,"A",1,0,0,1
2757,NA,NA,NA,28,233,458,29,32,"R2",122,"B",1,0,0,1
2763,NA,66,60,31,28,678,40,42,"R2",120,"A",1,0,0,1
2774,NA,66,61,31,100,691,37,41,"R2",122,"B-",1,0,0,0
2782,NA,NA,63,27,48,165,32,31,"R2",122,"B+",1,0,0,1
2804,NA,NA,NA,32,11,137,39,40,"R2",120,"A-",1,0,0,1
2807,NA,50,NA,26,20,440,38,35,"R2",122,"B",1,0,0,1
2821,NA,NA,NA,31,14,291,40,42,"R2",122,"A-",1,0,0,1
2822,NA,66,NA,32,2,100,40,39,"R2",122,"A",1,0,0,1
2841,NA,NA,63,29,1,296,40,38,"R2",122,"A-",1,0,0,1
2842,NA,NA,76,35,NA,NA,36,41,"R2",122,"B",1,0,0,1
2844,NA,58,60,27,157,417,28,32,"R2",122,"B+",1,0,0,1
2854,NA,63,68,31,1,396,40,40,"R2",122,"B+",1,0,0,1
2855,NA,NA,62,31,7,317,39,39,"R2",120,"B+",1,0,0,1
2856,NA,NA,NA,29,14,231,40,38,"R2",120,"",1,0,0,NA
2871,NA,NA,NA,31,53,686,38,39,"R2",122,"B+",1,0,0,1
2880,NA,46,62,26,21,228,39,36,"R2",122,"C",1,0,0,0
2890,NA,NA,70,29,1,53,40,38,"R2",122,"A-",1,0,0,1
2902,NA,NA,NA,29,38,555,39,40,"R2",120,"A",1,0,0,1
2910,NA,NA,NA,28,108,404,36,35,"R2",122,"B+",1,0,0,1
2911,NA,NA,67,NA,23,471,40,38,"R2",122,"A",1,0,0,1
2913,NA,59,63,31,1,305,40,39,"R2",122,"A",1,0,0,1
2917,NA,64,65,32,29,457,39,40,"R2",122,"C",1,0,0,0
2924,NA,NA,61,29,31,526,38,36,"R2",122,"A",1,0,0,1
2928,NA,NA,59,NA,20,258,38,37,"R2",122,"B",1,0,0,1
2938,NA,68,NA,28,1,143,40,35,"R2",122,"A",1,0,0,1
2947,NA,NA,61,29,NA,NA,27,30,"R2",122,"C",1,0,0,0
2958,NA,66,68,28,2,74,39,38,"R2",120,"B",1,0,0,1
2968,NA,NA,NA,29,5,350,39,38,"R2",122,"A-",1,0,0,1
2969,NA,NA,NA,31,1,350,40,38,"R2",122,"A",1,0,0,1
2973,NA,NA,NA,30,84,638,39,38,"R2",122,"B+",1,0,0,1
2974,NA,NA,77,32,63,323,33,36,"R2",122,"B",1,0,0,1
2994,NA,NA,NA,35,17,232,37,43,"R2",120,"A-",1,0,0,1
3013,NA,53,62,29,34,637,40,39,"R2",122,"B+",1,0,0,1
3014,NA,NA,NA,29,2,356,40,38,"R2",122,"B",1,0,0,1
3016,NA,54,NA,29,4,553,40,38,"R2",122,"",1,0,0,NA
3023,NA,62,NA,31,8,107,40,43,"R2",122,"B-",1,0,0,0
3039,NA,NA,68,NA,77,779,36,37,"R2",120,"A",1,0,0,1
3053,NA,NA,NA,29,1,190,40,42,"R2",122,"A-",1,0,0,1
3058,NA,NA,66,NA,9,263,40,38,"R2",122,"B-",1,0,0,0
3065,NA,NA,60,28,36,186,36,37,"R2",122,"A-",1,0,0,1
3066,NA,NA,NA,34,38,699,39,39,"R2",120,"A",1,0,0,1
3071,NA,51,NA,29,40,376,37,39,"R2",122,"A-",1,0,0,1
3086,NA,NA,NA,30,6,90,39,37,"R2",122,"A",1,0,0,1
3088,NA,62,NA,31,23,342,38,41,"R2",122,"A",1,0,0,1
3089,NA,74,NA,30,2,118,39,38,"R2",122,"A-",1,0,0,1
3092,NA,65,64,31,13,443,39,42,"R2",122,"B-",1,0,0,0
3115,NA,66,NA,30,1,152,40,39,"R2",122,"B+",1,0,0,1
3119,NA,NA,NA,31,12,521,40,38,"R2",122,"B",1,0,0,1
3120,NA,NA,NA,28,13,572,40,36,"R2",120,"A",1,0,0,1
3136,NA,71,62,30,52,321,37,40,"R2",220,"B",0,1,0,1
3137,NA,NA,67,31,14,747,40,40,"R2",122,"A",1,0,0,1
3143,NA,65,NA,29,3,83,40,38,"R2",122,"A",1,0,0,1
3171,NA,NA,NA,32,1,54,40,40,"R2",122,"B",1,0,0,1
3186,NA,NA,NA,26,28,691,39,38,"R2",122,"B+",1,0,0,1
3191,NA,NA,68,30,33,443,38,37,"R2",122,"A",1,0,0,1
3194,NA,NA,NA,29,3,189,40,40,"R2",122,"C+",1,0,0,0
3212,NA,57,NA,30,1,305,40,38,"R2",122,"B+",1,0,0,1
3242,NA,0,77,32,NA,NA,40,41,"R2",122,"B+",1,0,0,1
3285,NA,NA,60,NA,NA,NA,35,28,"R2",122,"",1,0,0,NA
3300,NA,57,NA,31,2,95,40,38,"R2",122,"",1,0,0,NA
3321,NA,NA,61,29,27,388,39,39,"R2",122,"",1,0,0,NA
3331,NA,NA,58,26,184,519,25,25,"R2",122,"",1,0,0,NA
3362,NA,53,NA,29,16,242,39,38,"R2",122,"",1,0,0,NA
3391,NA,60,NA,31,4,97,40,42,"R2",122,"",1,0,0,NA
3415,NA,NA,NA,29,5,115,40,40,"R2",122,"",1,0,0,NA
3416,NA,NA,NA,25,19,298,40,34,"R2",122,"",1,0,0,NA
3420,NA,NA,65,30,71,461,37,35,"R2",122,"",1,0,0,NA
3434,NA,NA,NA,33,1,91,40,38,"R2",122,"",1,0,0,NA
3444,NA,NA,71,29,22,170,39,37,"R2",122,"",1,0,0,NA
3467,NA,NA,58,27,1,355,40,38,"R2",122,"",1,0,0,NA
3469,NA,0,69,31,13,702,40,38,"R2",120,"",1,0,0,NA
3472,NA,62,NA,31,31,258,40,40,"R2",122,"",1,0,0,NA
3485,NA,NA,60,26,15,408,40,37,"R2",122,"",1,0,0,NA
3495,NA,NA,61,29,1,22,40,40,"R2",122,"",1,0,0,NA
3523,NA,NA,71,NA,13,652,39,41,"R2",122,"",1,0,0,NA
3535,NA,55,63,28,NA,NA,39,37,"R2",117,"",0,0,1,NA
3552,NA,NA,71,32,1,334,40,42,"R2",122,"",1,0,0,NA
3558,NA,63,NA,29,1,22,40,35,"R2",122,"",1,0,0,NA
3564,NA,NA,64,28,81,432,38,35,"R2",122,"",1,0,0,NA
3566,NA,NA,70,32,6,363,39,39,"R2",122,"",1,0,0,NA
3567,NA,54,64,32,1,56,40,41,"R2",122,"",1,0,0,NA
3586,NA,52,NA,27,19,254,39,36,"R2",122,"",1,0,0,NA
3596,NA,0,65,30,1,402,40,40,"R2",120,"",1,0,0,NA
3611,NA,0,NA,26,27,315,38,34,"R2",126,"",0,1,0,NA
3621,NA,NA,NA,31,13,315,40,41,"R2",122,"",1,0,0,NA
3623,NA,NA,NA,32,4,489,40,39,"R2",122,"",1,0,0,NA
3636,NA,NA,62,32,35,624,38,34,"R2",122,"",1,0,0,NA
3639,NA,65,67,26,NA,NA,31,32,"R2",128,"",0,1,0,NA
3646,NA,54,NA,25,1,71,40,33,"R2",122,"",1,0,0,NA
3664,NA,NA,64,NA,11,363,38,36,"R2",120,"",1,0,0,NA
3687,NA,0,67,32,1,33,40,41,"R2",122,"",1,0,0,NA
3689,NA,NA,NA,25,98,577,37,34,"R2",122,"",1,0,0,NA
3691,NA,NA,72,32,NA,158,36,40,"R2",122,"",1,0,0,NA
3717,NA,NA,NA,31,4,363,40,37,"R2",122,"",1,0,0,NA
3721,NA,NA,NA,32,2,143,40,42,"R2",122,"",1,0,0,NA
3727,NA,NA,66,31,1,442,40,39,"R2",122,"",1,0,0,NA
3740,NA,63,72,NA,7,381,40,40,"R2",122,"",1,0,0,NA
3744,NA,NA,63,27,19,322,40,37,"R2",120,"",1,0,0,NA
3751,NA,61,64,26,47,470,38,34,"R2",122,"",1,0,0,NA
3759,NA,NA,62,27,16,400,38,37,"R2",122,"",1,0,0,NA
3781,NA,NA,63,27,121,423,32,30,"R2",122,"",1,0,0,NA
3791,NA,52,59,29,1,318,40,31,"R2",120,"",1,0,0,NA
3803,NA,NA,80,31,36,470,40,42,"R2",122,"",1,0,0,NA
3805,NA,72,71,34,6,561,40,43,"R2",122,"",1,0,0,NA
3810,NA,NA,NA,31,23,652,39,34,"R2",120,"",1,0,0,NA
3821,NA,54,64,30,12,203,39,40,"R2",120,"",1,0,0,NA
3824,NA,61,61,31,21,560,40,41,"R2",122,"",1,0,0,NA
3826,NA,64,63,NA,33,346,39,34,"R2",122,"",1,0,0,NA
3830,NA,60,NA,26,7,181,39,32,"R2",122,"",1,0,0,NA
3833,NA,NA,NA,27,1,175,40,34,"R2",122,"",1,0,0,NA
3835,NA,NA,66,28,39,483,39,39,"R2",122,"",1,0,0,NA
3837,NA,62,NA,27,5,511,40,35,"R2",122,"",1,0,0,NA
3843,NA,57,64,30,4,384,40,40,"R2",122,"",1,0,0,NA
3848,NA,NA,NA,26,2,58,40,34,"R2",122,"",1,0,0,NA
3855,NA,55,NA,26,1,85,40,36,"R2",122,"",1,0,0,NA
3858,NA,65,68,31,26,348,40,41,"R2",120,"",1,0,0,NA
3859,NA,55,54,29,35,279,35,33,"R2",122,"",1,0,0,NA
3865,NA,NA,NA,29,2,44,40,33,"R2",122,"",1,0,0,NA
3867,NA,62,61,29,1,279,40,36,"R2",122,"",1,0,0,NA
3870,NA,NA,62,27,32,739,40,33,"R2",122,"",1,0,0,NA
3885,NA,62,NA,28,51,432,38,34,"R2",120,"",1,0,0,NA
3894,NA,NA,NA,30,58,534,37,36,"R2",122,"",1,0,0,NA
3901,NA,NA,NA,30,1,130,40,39,"R2",122,"",1,0,0,NA
3906,NA,55,56,27,15,346,40,34,"R2",120,"",1,0,0,NA
3908,NA,NA,68,32,2,530,40,42,"R2",122,"",1,0,0,NA
3912,NA,NA,NA,26,148,290,29,27,"R2",122,"",1,0,0,NA
3919,NA,68,NA,28,4,151,40,38,"R2",120,"",1,0,0,NA
3924,NA,NA,NA,29,2,99,40,37,"R2",122,"",1,0,0,NA
3939,NA,54,58,25,25,362,39,34,"R2",120,"",1,0,0,NA
3947,NA,NA,62,28,1,402,40,38,"R2",120,"",1,0,0,NA
4006,NA,63,NA,29,15,245,37,35,"R2",122,"",1,0,0,NA
4015,NA,54,NA,26,14,328,40,33,"R2",122,"",1,0,0,NA
4025,NA,NA,NA,31,40,508,38,38,"R2",120,"",1,0,0,NA
4027,NA,57,NA,27,63,495,37,35,"R2",122,"",1,0,0,NA
4039,NA,NA,NA,27,17,236,40,36,"R2",122,"",1,0,0,NA
4057,NA,65,NA,28,79,723,38,33,"R2",122,"",1,0,0,NA
4059,NA,59,NA,29,36,258,39,39,"R2",120,"",1,0,0,NA
4060,NA,NA,NA,31,2,78,40,39,"R2",126,"A",0,1,0,1
4067,NA,NA,68,NA,NA,NA,38,34,"R2",122,"",1,0,0,NA
2487,NA,54,61,29,227,645,35,36,"R3",126,"B",0,0,0,1
2522,NA,NA,69,29,26,414,37,39,"R3",126,"B-",0,0,0,0
2541,NA,NA,67,30,101,438,35,37,"R3",126,"C+",0,0,0,0
2554,NA,NA,NA,32,1,100,40,44,"R3",126,"A",0,0,0,1
2579,NA,NA,NA,31,1,57,40,44,"R3",126,"A",0,0,0,1
2628,NA,63,NA,28,6,358,39,38,"R3",128,"A",0,0,0,1
2668,NA,65,63,NA,NA,NA,35,37,"R3",126,"B-",0,0,0,0
2792,NA,NA,NA,31,16,373,39,41,"R3",126,"B+",0,0,0,1
2852,NA,NA,70,33,NA,NA,31,36,"R3",126,"B",0,0,0,1
2991,NA,69,68,NA,125,480,32,33,"R3",126,"C",0,0,0,0
3085,NA,59,66,31,53,678,38,38,"R3",128,"A-",0,0,0,1
3157,NA,23,NA,31,49,526,37,39,"R3",126,"B",0,0,0,1
3179,NA,NA,NA,25,20,270,38,37,"R3",120,"A",0,0,0,1
3501,NA,NA,NA,28,131,534,34,34,"R3",126,"",0,0,0,NA
3508,NA,NA,NA,23,1,348,40,35,"R3",126,"",0,0,0,NA
3533,NA,NA,79,NA,9,650,39,39,"R3",122,"",0,0,0,NA
3549,NA,60,NA,25,17,373,39,36,"R3",126,"",0,0,0,NA
3561,NA,NA,NA,28,74,351,29,34,"R3",128,"",0,0,0,NA
3570,NA,58,60,26,33,315,38,36,"R3",126,"",0,0,0,NA
3655,NA,50,55,27,56,739,39,36,"R3",126,"",0,0,0,NA
3672,NA,48,NA,22,25,336,35,33,"R3",126,"",0,0,0,NA
3763,NA,NA,65,30,72,266,30,34,"R3",126,"",0,0,0,NA
3769,NA,66,65,28,NA,NA,34,34,"R3",126,"",0,0,0,NA
3854,NA,62,NA,28,111,379,33,33,"R3",126,"",0,0,0,NA
3874,NA,NA,NA,28,100,391,35,34,"R3",126,"",0,0,0,NA
3880,NA,NA,62,28,126,461,35,35,"R3",126,"",0,0,0,NA
3937,NA,NA,NA,27,127,534,33,35,"R3",122,"",0,0,0,NA
3970,NA,59,55,28,61,428,34,34,"R3",122,"",0,0,0,NA
3974,NA,0,64,26,114,312,31,32,"R3",126,"",0,0,0,NA
3982,NA,51,NA,26,136,432,35,34,"R3",120,"",0,0,0,NA
3988,NA,63,NA,26,245,685,31,34,"R3",126,"",0,0,0,NA
4010,NA,NA,NA,24,66,294,35,32,"R3",126,"",0,0,0,NA
4054,NA,NA,53,25,118,432,36,32,"R3",126,"",0,0,0,NA
1666,NA,56,NA,26,15,445,40,43,"R4",128,"B",0,1,0,1
1669,NA,NA,NA,26,75,375,36,34,"R4",128,"C-",0,1,0,0
1709,NA,NA,61,30,28,587,40,43,"R4",128,"A",0,1,0,1
1721,NA,61,NA,30,5,486,40,46,"R4",128,"A-",0,1,0,1
1750,NA,NA,NA,27,44,180,33,33,"R4",126,"A",0,1,0,1
1767,NA,NA,NA,27,29,272,37,39,"R4",122,"B",1,0,0,1
1773,NA,62,64,27,44,524,40,43,"R4",128,"B+",0,1,0,1
1775,NA,61,NA,32,8,115,39,52,"R4",128,"A+",0,1,0,1
1780,NA,NA,72,NA,81,470,36,45,"R4",128,"A-",0,1,0,1
1784,NA,NA,68,NA,90,479,36,40,"R4",128,"B+",0,1,0,1
1786,NA,59,67,32,112,385,35,43,"R4",128,"B",0,1,0,1
1791,NA,80,73,34,1,475,40,57,"R4",128,"A",0,1,0,1
1793,NA,NA,NA,34,30,566,38,48,"R4",128,"A",0,1,0,1
1805,NA,63,61,31,15,416,40,48,"R4",128,"B",0,1,0,1
1809,NA,69,69,32,87,441,35,41,"R4",126,"B+",0,1,0,1
1812,NA,NA,NA,34,1,364,40,57,"R4",128,"A-",0,1,0,1
1829,NA,NA,NA,27,47,458,34,37,"R4",128,"B+",0,1,0,1
1831,NA,69,NA,32,33,655,39,45,"R4",128,"A",0,1,0,1
1834,NA,65,68,30,1,361,40,44,"R4",128,"A+",0,1,0,1
